intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
37000,1.7058756813129156e-05,0.20555555555555555,1.7058756813129156e-05,1.7058756813129156e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_000891695.1 Acinetobacter phage 133,2207562b96014c15257eba9a88619573,0.20555555555555555,37000,10,2160799000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.7017652368770295,0.950246823296575,0.8260060300868022,0.950246823296575,False,,8175,2168974
45000,2.0747136664616543e-05,0.18686868686868688,1.7058756813129156e-05,1.7058756813129156e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_948272165.1 Siphoviridae environmental samples,02f128a2581168834f1e5dc9fc928ebb,0.22727272727272727,37000,11,2160762000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.7062104415231937,0.9533304437537061,0.8297704426384499,0.9533304437537061,False,,8212,2168974
36000,1.6597709331693233e-05,0.7346938775510204,1.6597709331693233e-05,1.6597709331693233e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_002607975.1 Aeromonas phage phiARM81mr,dd0dae25da699a30e7a6ca71bff18289,0.7346938775510204,36000,12,2160726000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8248,2168974
34000,1.567561436882139e-05,0.14285714285714285,1.567561436882139e-05,1.567561436882139e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_016467505.1 Aeromonas phage Ahp1_CNU-2021,e57de915e0070d3af3e17811b1bab6d6,0.14285714285714285,34000,13,2160692000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6998536697758112,0.9391582391914759,0.8195059544836436,0.9391582391914759,False,,8282,2168974
34000,1.567561436882139e-05,0.5964912280701754,1.567561436882139e-05,1.567561436882139e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_039567325.1 Pseudomonas phage vB_Pa-PAC7,e581b5f57b98ec10a3cee7454fb20b37,0.5964912280701754,34000,14,2160658000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8316,2168974
34000,1.567561436882139e-05,0.27419354838709675,1.567561436882139e-05,1.567561436882139e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_000916455.1 Lactococcus phage phiL47,f349b190fc26e68d2e33b55440d03011,0.27419354838709675,34000,15,2160624000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6998536697758112,0.9591197057072542,0.8294866877415328,0.9591197057072542,False,,8350,2168974
33000,1.5214566887385465e-05,0.3707865168539326,1.5214566887385465e-05,1.5214566887385465e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_020492505.1 Rhodobacter phage RcSimone-Hastad,3e1086bd6c6a3c0eae224630005a6c64,0.3707865168539326,33000,16,2160591000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8383,2168974
32000,1.4753519405949541e-05,0.3950617283950617,1.4753519405949541e-05,1.4753519405949541e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_002957525.1 Pseudomonas phage PMBT3,e444130ebfb752cb4b8c7e5251bd998b,0.3950617283950617,32000,17,2160559000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8415,2168974
30000,1.3831424443077695e-05,0.3614457831325301,1.3831424443077695e-05,1.3831424443077695e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_035091155.1 Escherichia phage ECML-606-1,9a6c31b3b1acb39482935cccb7b84471,0.3614457831325301,30000,18,2160529000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8445,2168974
30000,1.3831424443077695e-05,0.8333333333333335,1.3831424443077695e-05,1.3831424443077695e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_008725595.1 EBPR podovirus 3,31583636dfca657ac907fb1ff5f61089,0.8333333333333335,30000,19,2160499000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8475,2168974
31000,1.4292471924513617e-05,0.4915254237288136,1.3370376961641771e-05,1.3370376961641771e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_037061735.1 Klebsiella phage MassiveIgloo,1a432917ec998f8a86f0c651fbf1c71b,0.5254237288135594,29000,20,2160470000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8504,2168974
29000,1.3370376961641771e-05,0.9354838709677735,1.3370376961641771e-05,1.3370376961641771e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_008725575.1 EBPR podovirus 1,d8b7677dcdbbc1213511823428ecdd3e,0.9354838709677735,29000,21,2160441000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8533,2168974
29000,1.3370376961641771e-05,0.4603174603174603,1.3370376961641771e-05,1.3370376961641771e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_008946305.1 Aeromonas phage vB_AhyS-A18P4,76b17f53288fe04da94a3f8e5a496ddc,0.4603174603174603,29000,22,2160412000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8562,2168974
28000,1.2909329480205849e-05,0.4827586206896552,1.2909329480205849e-05,1.2909329480205849e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_012360715.1 Aeromonas phage PS,a491aa1789d09d5be3db67fe0478ff5e,0.4827586206896552,28000,23,2160384000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8590,2168974
28000,1.2909329480205849e-05,0.417910447761194,1.2909329480205849e-05,1.2909329480205849e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_023508925.1 Stenotrophomonas phage vB_Sm_QDWS359,d13f7ba0fe57c432f9634851166a4a0a,0.417910447761194,28000,24,2160356000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8618,2168974
28000,1.2909329480205849e-05,0.45161290322580644,1.2909329480205849e-05,1.2909329480205849e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_000874645.1 Mycobacterium phage Predator,5c2fd6782210e07244f46f25f28b3c7c,0.45161290322580644,28000,25,2160328000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8646,2168974
27000,1.2448281998769925e-05,0.34615384615384615,1.2448281998769925e-05,1.2448281998769925e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_020492395.1 Rhodobacter phage RcGingersnap,7d81df410f5191c2deb2cd29596ad62e,0.34615384615384615,27000,26,2160301000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8673,2168974
26000,1.1987234517334003e-05,0.3880597014925373,1.1987234517334003e-05,1.1987234517334003e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_023547305.1 Xanthomonas phage Mallos,630547db5f842eb486cc7fcef706956d,0.3880597014925373,26000,27,2160275000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8699,2168974
26000,1.1987234517334003e-05,0.5652173913043478,1.1987234517334003e-05,1.1987234517334003e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_034857395.1 Caudoviricetes sp. vir555,aabf2ad14ca02239ac0e410c9a94c9d4,0.5652173913043478,26000,28,2160249000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8725,2168974
25000,1.1526187035898079e-05,0.423728813559322,1.1526187035898079e-05,1.1526187035898079e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_904067155.1 Klebsiella phage vB_KppS-Pokey,099fa19015a2c0c6f2277b74aca84e52,0.423728813559322,25000,29,2160224000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8750,2168974
24000,1.1065139554462155e-05,0.43636363636363634,1.1065139554462155e-05,1.1065139554462155e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_948242115.1 uncultured Caudovirales phage,9a538e6e5086ab88775fd57087a52989,0.43636363636363634,24000,30,2160200000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8774,2168974
25000,1.1526187035898079e-05,0.3770491803278688,1.0604092073026233e-05,1.0604092073026233e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_024706185.1 Rhodobacter phage RcRudolph,0d59496bfe977fc81323d834d2311998,0.4098360655737705,23000,31,2160177000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8797,2168974
26000,1.1987234517334003e-05,0.5111111111111111,1.0604092073026233e-05,1.0604092073026233e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_030438915.1 Klebsiella phage phiKp_14,f4d3e688fca3c49f1c303baa7fffa287,0.5777777777777777,23000,32,2160154000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8820,2168974
22000,1.0143044591590309e-05,0.09166666666666666,1.0143044591590309e-05,1.0143044591590309e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_001744955.1 Erwinia phage vB_EamM_Caitlin,b1e7dbe5a697d2729819b48c273c51ac,0.09166666666666666,22000,33,2160132000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6900946427463335,0.9258123070084965,0.807953474877415,0.9258123070084965,False,,8842,2168974
22000,1.0143044591590309e-05,0.3492063492063492,1.0143044591590309e-05,1.0143044591590309e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_026898345.1 Klebsiella phage VB_KpP_HS106,aceedacc9b511359e733928a5a72f92f,0.3492063492063492,22000,34,2160110000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8864,2168974
22000,1.0143044591590309e-05,0.41509433962264153,1.0143044591590309e-05,1.0143044591590309e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_022876395.1 Caudoviricetes sp.,ac3971a32ff8ac6ba23d568a716926e1,0.41509433962264153,22000,35,2160088000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8886,2168974
22000,1.0143044591590309e-05,0.1286549707602339,1.0143044591590309e-05,1.0143044591590309e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_000901535.1 Cronobacter phage vB_CsaM_GAP161,dc55865a93686a7e04c1ccb643ea689b,0.1286549707602339,22000,36,2160066000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6900946427463335,0.9359913276830396,0.8130429852146865,0.9359913276830396,False,,8908,2168974
49000,2.2591326590360236e-05,0.23157894736842105,1.0143044591590309e-05,1.0143044591590309e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_021090625.1 uncultured phage cr29_1,d606baee1dba5cd4eff0f72166d82838,0.5157894736842106,22000,37,2160044000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.7081530870481754,0.9788697743924535,0.8435114307203144,0.9788697743924535,False,,8930,2168974
22000,1.0143044591590309e-05,0.3793103448275862,1.0143044591590309e-05,1.0143044591590309e-05,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_001744715.1 Pseudomonas phage NP1,4d5f97e16d1fed7867067e9d59143156,0.3793103448275862,22000,38,2160022000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8952,2168974
21000,9.681997110154387e-06,0.30434782608695654,9.681997110154387e-06,9.681997110154387e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_009828375.1 Pectobacterium phage phiA41,39c71b09ae13f7743eb352365de67ff7,0.30434782608695654,21000,39,2160001000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8973,2168974
21000,9.681997110154387e-06,0.4117647058823529,9.681997110154387e-06,9.681997110154387e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_002618245.1 Aeromonas phage 51,e1862a7f1fa15b2e5e1bed6913dcdf62,0.4117647058823529,21000,40,2159980000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,8994,2168974
21000,9.681997110154387e-06,0.5675675675675677,9.681997110154387e-06,9.681997110154387e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_948291055.1 Siphoviridae environmental samples,b47d614db8c94bea11ad89fb48999d80,0.5675675675675677,21000,41,2159959000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,9015,2168974
20000,9.220949628718463e-06,0.37037037037037035,9.220949628718463e-06,9.220949628718463e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_002606745.1 Stenotrophomonas phage vB_SmaS-DLP_1,b9d66cae28c994f951a7a5768a4e3437,0.37037037037037035,20000,42,2159939000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,9035,2168974
20000,9.220949628718463e-06,0.37037037037037035,9.220949628718463e-06,9.220949628718463e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_000926875.1 Yersinia phage vB_YenP_AP5,09b33c3a4299a88f9ba306847fcafe07,0.37037037037037035,20000,43,2159919000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,9055,2168974
19000,8.75990214728254e-06,0.07450980392156863,8.75990214728254e-06,8.75990214728254e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_015502055.1 Klebsiella phage Miami,56ddb7d26a0d5c5598945d18372f70a5,0.07450980392156863,19000,44,2159900000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6868387903462715,0.9196440974463534,0.8032414438963125,0.9196440974463534,False,,9074,2168974
19000,8.75990214728254e-06,0.3958333333333333,8.75990214728254e-06,8.75990214728254e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_021351835.1 Stenotrophomonas phage vB_SM_ytsc_ply2008005c,745c1b4764e32e6c3845bd57495c1c80,0.3958333333333333,19000,45,2159881000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,9093,2168974
19000,8.75990214728254e-06,0.2753623188405797,8.75990214728254e-06,8.75990214728254e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCF_006863845.1 Aeromonas phage LAh_7,59a029a97d8f8b174a255030b86a5878,0.2753623188405797,19000,46,2159862000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,9112,2168974
18000,8.298854665846617e-06,0.6206896551725694,8.298854665846617e-06,8.298854665846617e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_002674375.1 Rotavirus A,ab939ef38337c31d359646aeb274a543,0.6206896551725694,18000,47,2159844000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,,,,,False,,9130,2168974
18000,8.298854665846617e-06,0.07692307692307693,8.298854665846617e-06,8.298854665846617e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_014131305.1 Escherichia phage vB_EcoM_EC001,684c41161c1ee0f225f4998eb87b9b67,0.07692307692307693,18000,48,2159826000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6856419161650217,0.9205901917454633,0.8031160539552424,0.9205901917454633,False,,9148,2168974
18000,8.298854665846617e-06,0.14754098360655737,8.298854665846617e-06,8.298854665846617e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_009388165.1 Klebsiella phage JIPh_Kp127,9f56bbf279e20cd1db999b4709247ad4,0.14754098360655737,18000,49,2159808000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6856419161650217,0.940136104520804,0.8128890103429128,0.940136104520804,False,,9166,2168974
19000,8.75990214728254e-06,0.16216216216216217,8.298854665846617e-06,8.298854665846617e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_948293345.1 Siphoviridae environmental samples,7e96a7bf6ad6da173c1f2706135652a9,0.17117117117117117,18000,50,2159790000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6868387903462715,0.944652233100426,0.8157455117233487,0.944652233100426,False,,9184,2168974
22000,1.0143044591590309e-05,0.002601156069364162,8.298854665846617e-06,8.298854665846617e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_038430785.1 Listeria phage LM 4-14-1,f7001b83e50fd5ad85ede686dd5683ce,0.003179190751445087,18000,51,2159772000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6900946427463335,0.830671991653017,0.7603833171996752,0.830671991653017,False,,9202,2168974
18000,8.298854665846617e-06,0.09770114942528736,7.837807184410694e-06,7.837807184410694e-06,,,,/scratch/sp96859/Meta-genome-data-analysis/Apptainer/databases/sourmash_db/ncbi-viruses-2025.01.k31.zip,GCA_030504285.1 Klebsiella phage R6_1,72c8b6d5163126ddfcc05adf1681678c,0.10344827586206896,17000,52,2159755000,contigs.fasta,SRR35987572_megahit_contigs,bfd60fd4,2168974000,31,DNA,1000,2168974,False,0.6856419161650217,0.929430412592729,0.8075361643788753,0.929430412592729,False,,9219,2168974
